length,gravy,aliphatic_index,aromaticity_index,instability_index,net_charge_pH7,frac_pos,frac_neg,frac_charged,frac_polar,frac_hydrophobic,frac_aromatic,frac_turn,aa_A,aa_C,aa_D,aa_E,aa_F,aa_G,aa_H,aa_I,aa_K,aa_L,aa_M,aa_N,aa_P,aa_Q,aa_R,aa_S,aa_T,aa_V,aa_W,aa_Y,Calculated MW (kDa),Calculated pI
50,0.6819999999999997,122.8,0.04,,0.4257864749476743,0.14,0.1,0.24000000000000002,0.22000000000000003,0.54,0.04,0.04,0.14,0.04,0.02,0.08,0.02,0.02,0.04,0.1,0.06,0.06,0.04,0.0,0.0,0.04,0.04,0.02,0.1,0.16,0.0,0.02,5.5,8.2
301,-0.11627906976744215,91.36212624584718,0.10299003322259136,,-5.9638274404948355,0.12956810631229237,0.12624584717607973,0.2558139534883721,0.23588039867109634,0.4485049833887043,0.10299003322259136,0.20598006644518274,0.07641196013289037,0.019933554817275746,0.03986710963455149,0.08637873754152824,0.04983388704318937,0.059800664451827246,0.029900332225913623,0.053156146179401995,0.03986710963455149,0.10963455149501661,0.036544850498338874,0.03986710963455149,0.04318936877076412,0.036544850498338874,0.059800664451827246,0.06312292358803986,0.03322259136212625,0.06976744186046512,0.009966777408637873,0.04318936877076412,34.246,6.24
87,-0.7045977011494259,73.33333333333334,0.034482758620689655,,16.72234659958263,0.27586206896551724,0.05747126436781609,0.33333333333333337,0.20689655172413793,0.4367816091954023,0.034482758620689655,0.14942528735632182,0.21839080459770116,0.0,0.022988505747126436,0.034482758620689655,0.022988505747126436,0.022988505747126436,0.034482758620689655,0.08045977011494253,0.16091954022988506,0.034482758620689655,0.04597701149425287,0.06896551724137931,0.011494252873563218,0.05747126436781609,0.08045977011494253,0.04597701149425287,0.022988505747126436,0.022988505747126436,0.0,0.011494252873563218,9.7,11.8
313,-0.06677316293929701,101.56549520766771,0.07028753993610223,,8.851324296791669,0.1597444089456869,0.11182108626198083,0.2715654952076677,0.1757188498402556,0.43450479233226835,0.07028753993610223,0.18849840255591055,0.08945686900958466,0.012779552715654952,0.051118210862619806,0.06070287539936102,0.054313099041533544,0.0926517571884984,0.025559105431309903,0.04153354632587859,0.04153354632587859,0.134185303514377,0.01597444089456869,0.025559105431309903,0.04153354632587859,0.04792332268370607,0.0926517571884984,0.02875399361022364,0.04472843450479233,0.08306709265175719,0.0,0.01597444089456869,34.7,9.8
164,0.6737804878048773,117.80487804878051,0.14634146341463414,,2.6598758676299608,0.08536585365853659,0.054878048780487805,0.1402439024390244,0.2134146341463415,0.573170731707317,0.14634146341463414,0.21341463414634146,0.10975609756097561,0.012195121951219513,0.04878048780487805,0.006097560975609756,0.07317073170731707,0.09146341463414634,0.018292682926829267,0.08536585365853659,0.03048780487804878,0.13414634146341464,0.024390243902439025,0.042682926829268296,0.018292682926829267,0.03048780487804878,0.036585365853658534,0.06097560975609756,0.03048780487804878,0.07317073170731707,0.036585365853658534,0.036585365853658534,18.1,9.1
149,-0.09530201342281869,88.38926174496645,0.06711409395973154,,-14.999186787890844,0.087248322147651,0.16778523489932884,0.25503355704697983,0.2080536912751678,0.40268456375838924,0.06711409395973154,0.2550335570469799,0.08053691275167785,0.0,0.08053691275167785,0.087248322147651,0.06040268456375839,0.087248322147651,0.026845637583892617,0.053691275167785234,0.026845637583892617,0.10738255033557047,0.03355704697986577,0.03355704697986577,0.053691275167785234,0.026845637583892617,0.03355704697986577,0.08053691275167785,0.06040268456375839,0.06040268456375839,0.0,0.006711409395973154,16.1,4.7
316,-0.17278481012658226,97.75316455696202,0.05063291139240506,,-9.602425075433224,0.1360759493670886,0.1518987341772152,0.2879746835443038,0.20253164556962028,0.4208860759493671,0.05063291139240506,0.20253164556962025,0.0949367088607595,0.012658227848101266,0.060126582278481014,0.09177215189873418,0.02531645569620253,0.06962025316455696,0.0189873417721519,0.06645569620253164,0.04430379746835443,0.07278481012658228,0.0189873417721519,0.0379746835443038,0.0379746835443038,0.0379746835443038,0.07278481012658228,0.056962025316455694,0.0379746835443038,0.11708860759493671,0.006329113924050633,0.0189873417721519,34.7,5.7
304,0.289473684210526,103.71710526315789,0.0625,,-6.762890085511965,0.09210526315789475,0.09868421052631579,0.19078947368421054,0.21052631578947367,0.47368421052631576,0.0625,0.21710526315789475,0.12828947368421054,0.02631578947368421,0.05592105263157895,0.04276315789473684,0.039473684210526314,0.07236842105263158,0.019736842105263157,0.05592105263157895,0.023026315789473683,0.11842105263157894,0.029605263157894735,0.03618421052631579,0.06578947368421052,0.03618421052631579,0.049342105263157895,0.04276315789473684,0.05592105263157895,0.07894736842105263,0.009868421052631578,0.013157894736842105,32.5,6.1
273,0.019413919413919466,91.97802197802197,0.05128205128205129,,-7.6060270669057894,0.13553113553113555,0.13553113553113555,0.2710622710622711,0.16117216117216115,0.4468864468864469,0.05128205128205129,0.20146520146520144,0.14652014652014653,0.007326007326007326,0.07692307692307693,0.05860805860805861,0.040293040293040296,0.11721611721611722,0.03663003663003663,0.05860805860805861,0.04395604395604396,0.08791208791208792,0.03296703296703297,0.02564102564102564,0.01098901098901099,0.02197802197802198,0.054945054945054944,0.047619047619047616,0.05128205128205128,0.0695970695970696,0.003663003663003663,0.007326007326007326,28.7,6.1
382,-0.198952879581152,87.90575916230367,0.0680628272251309,,-5.46057637618657,0.13350785340314136,0.11780104712041885,0.2513089005235602,0.22774869109947643,0.4031413612565445,0.0680628272251309,0.22774869109947643,0.10209424083769633,0.010471204188481676,0.06544502617801047,0.05235602094240838,0.041884816753926704,0.08638743455497382,0.03926701570680628,0.060209424083769635,0.05235602094240838,0.09424083769633508,0.01832460732984293,0.041884816753926704,0.05235602094240838,0.03664921465968586,0.041884816753926704,0.04712041884816754,0.07068062827225131,0.060209424083769635,0.005235602094240838,0.020942408376963352,41.4,6.4
347,0.06829971181556205,91.98847262247838,0.054755043227665716,,-7.705997514310924,0.10662824207492795,0.11527377521613832,0.2219020172910663,0.20172910662824206,0.42363112391930835,0.054755043227665716,0.2507204610951009,0.10951008645533142,0.020172910662824207,0.037463976945244955,0.07780979827089338,0.0345821325648415,0.11527377521613832,0.01729106628242075,0.07204610951008646,0.04610951008645533,0.08645533141210375,0.0345821325648415,0.0345821325648415,0.05475504322766571,0.023054755043227664,0.043227665706051875,0.04610951008645533,0.06051873198847262,0.06628242074927954,0.002881844380403458,0.01729106628242075,15.4,9.2
196,-0.022959183673469642,95.4591836734694,0.05612244897959184,,-0.9343873511922646,0.13775510204081634,0.10714285714285715,0.24489795918367346,0.2040816326530612,0.41836734693877553,0.05612244897959184,0.23469387755102042,0.07653061224489796,0.02040816326530612,0.05612244897959184,0.05102040816326531,0.02040816326530612,0.12244897959183673,0.04591836734693878,0.07142857142857142,0.025510204081632654,0.08163265306122448,0.03571428571428571,0.030612244897959183,0.04081632653061224,0.03571428571428571,0.0663265306122449,0.04081632653061224,0.04591836734693878,0.09693877551020408,0.00510204081632653,0.030612244897959183,21.226,7.04
261,0.007662835249042152,93.94636015325669,0.08045977011494253,,-9.251785476527047,0.11111111111111112,0.13793103448275862,0.24904214559386972,0.15708812260536398,0.4674329501915709,0.08045977011494253,0.23371647509578541,0.13793103448275862,0.0038314176245210726,0.05363984674329502,0.0842911877394636,0.04980842911877394,0.08812260536398467,0.011494252873563218,0.06130268199233716,0.0421455938697318,0.09578544061302682,0.02681992337164751,0.038314176245210725,0.05747126436781609,0.01532567049808429,0.05747126436781609,0.04980842911877394,0.03065134099616858,0.06513409961685823,0.011494252873563218,0.019157088122605363,32.275,6.94
405,-0.171358024691358,82.44444444444444,0.10123456790123457,,-12.97996884810291,0.10864197530864197,0.12345679012345678,0.23209876543209876,0.22716049382716047,0.4345679012345679,0.10123456790123457,0.22222222222222224,0.09135802469135802,0.01728395061728395,0.044444444444444446,0.07901234567901234,0.04197530864197531,0.08888888888888889,0.022222222222222223,0.07160493827160494,0.04938271604938271,0.08148148148148149,0.04197530864197531,0.03950617283950617,0.05925925925925926,0.03950617283950617,0.037037037037037035,0.0345679012345679,0.05432098765432099,0.04691358024691358,0.01728395061728395,0.04197530864197531,45.1,5.5
380,-0.23578947368421085,75.26315789473684,0.11052631578947367,,-10.180975745885913,0.12105263157894738,0.1394736842105263,0.26052631578947366,0.22631578947368422,0.4342105263157895,0.11052631578947367,0.20526315789473684,0.09473684210526316,0.018421052631578946,0.06578947368421052,0.07368421052631578,0.05789473684210526,0.09210526315789473,0.010526315789473684,0.04736842105263158,0.05,0.07631578947368421,0.04473684210526316,0.042105263157894736,0.02368421052631579,0.031578947368421054,0.060526315789473685,0.04736842105263158,0.05,0.060526315789473685,0.015789473684210527,0.03684210526315789,42.5,5.6
256,-0.01914062499999991,103.3984375,0.0390625,,-14.069772564402696,0.0859375,0.140625,0.2265625,0.2421875,0.4453125,0.0390625,0.1953125,0.15234375,0.015625,0.0703125,0.0703125,0.01953125,0.05859375,0.0,0.08203125,0.05859375,0.0859375,0.0078125,0.03515625,0.0390625,0.078125,0.02734375,0.0625,0.0390625,0.078125,0.0078125,0.01171875,27.1,4.7
313,-0.08498402555910539,93.9297124600639,0.05750798722044728,,0.4170110609685693,0.11501597444089456,0.09904153354632587,0.21405750798722045,0.24600638977635783,0.4504792332268371,0.05750798722044728,0.2204472843450479,0.14376996805111822,0.006389776357827476,0.054313099041533544,0.04472843450479233,0.019169329073482427,0.07987220447284345,0.019169329073482427,0.06070287539936102,0.04792332268370607,0.08626198083067092,0.025559105431309903,0.051118210862619806,0.03514376996805112,0.051118210862619806,0.04792332268370607,0.054313099041533544,0.05750798722044728,0.07667731629392971,0.012779552715654952,0.025559105431309903,33.5,7.8
428,0.055841121495327,97.803738317757,0.05373831775700934,,-6.6452066845979,0.1261682242990654,0.12383177570093457,0.25,0.17523364485981308,0.4509345794392523,0.05373831775700934,0.22429906542056074,0.11214953271028037,0.009345794392523364,0.06074766355140187,0.0630841121495327,0.03271028037383177,0.10514018691588785,0.02336448598130841,0.053738317757009345,0.06074766355140187,0.10747663551401869,0.04205607476635514,0.028037383177570093,0.037383177570093455,0.030373831775700934,0.04205607476635514,0.053738317757009345,0.035046728971962614,0.08177570093457943,0.002336448598130841,0.018691588785046728,45.7,6.2
95,-0.22947368421052625,83.05263157894736,0.09473684210526316,,-2.6262774398427373,0.1368421052631579,0.14736842105263157,0.28421052631578947,0.21052631578947367,0.39999999999999997,0.09473684210526316,0.21052631578947367,0.07368421052631578,0.042105263157894736,0.07368421052631578,0.07368421052631578,0.042105263157894736,0.10526315789473684,0.021052631578947368,0.021052631578947368,0.07368421052631578,0.09473684210526316,0.010526315789473684,0.031578947368421054,0.042105263157894736,0.031578947368421054,0.042105263157894736,0.031578947368421054,0.031578947368421054,0.10526315789473684,0.010526315789473684,0.042105263157894736,10.5,6.8
176,-0.227840909090909,88.23863636363636,0.11931818181818182,,-3.4656817585013946,0.1477272727272727,0.10227272727272727,0.24999999999999997,0.21590909090909088,0.4431818181818182,0.11931818181818182,0.19318181818181818,0.09090909090909091,0.017045454545454544,0.03977272727272727,0.0625,0.03409090909090909,0.07954545454545454,0.08522727272727272,0.06818181818181818,0.028409090909090908,0.11363636363636363,0.022727272727272728,0.017045454545454544,0.056818181818181816,0.056818181818181816,0.03409090909090909,0.03977272727272727,0.03977272727272727,0.028409090909090908,0.03977272727272727,0.045454545454545456,20.2,6.5
159,-0.2943396226415094,84.65408805031447,0.09433962264150944,,-8.825389073933419,0.12578616352201258,0.15723270440251572,0.2830188679245283,0.19496855345911948,0.4213836477987421,0.09433962264150944,0.22012578616352202,0.08176100628930817,0.012578616352201259,0.08176100628930817,0.07547169811320754,0.03773584905660377,0.06289308176100629,0.031446540880503145,0.07547169811320754,0.03773584905660377,0.06918238993710692,0.031446540880503145,0.03773584905660377,0.06289308176100629,0.025157232704402517,0.05660377358490566,0.05660377358490566,0.03773584905660377,0.06918238993710692,0.031446540880503145,0.025157232704402517,18.0,5.7
280,-0.2457142857142858,86.10714285714285,0.09999999999999999,,-8.45269695754385,0.125,0.1357142857142857,0.2607142857142857,0.20357142857142857,0.41785714285714287,0.09999999999999999,0.2285714285714286,0.08571428571428572,0.02142857142857143,0.07142857142857142,0.06428571428571428,0.039285714285714285,0.08214285714285714,0.025,0.03214285714285714,0.04642857142857143,0.13214285714285715,0.02142857142857143,0.02857142857142857,0.06785714285714285,0.025,0.05357142857142857,0.05,0.04642857142857143,0.04642857142857143,0.02857142857142857,0.03214285714285714,31.258,5.9
125,-0.04480000000000001,97.36,0.088,,-5.531589970958311,0.07200000000000001,0.10400000000000001,0.17600000000000002,0.288,0.42400000000000004,0.088,0.264,0.048,0.008,0.024,0.08,0.024,0.096,0.016,0.096,0.0,0.064,0.024,0.048,0.072,0.064,0.056,0.048,0.064,0.104,0.008,0.056,13.8,6.1
329,0.1920972644376895,108.54103343465047,0.04559270516717325,,-4.431427422677359,0.10942249240121579,0.0972644376899696,0.2066869300911854,0.1945288753799392,0.45288753799392095,0.04559270516717325,0.2127659574468085,0.11246200607902736,0.0121580547112462,0.0425531914893617,0.0547112462006079,0.02735562310030395,0.0911854103343465,0.03343465045592705,0.057750759878419454,0.030395136778115502,0.13069908814589665,0.0243161094224924,0.0364741641337386,0.06990881458966565,0.0364741641337386,0.04559270516717325,0.015197568389057751,0.0790273556231003,0.08206686930091185,0.00303951367781155,0.015197568389057751,35.1,6.4
428,-0.38247663551401917,90.11682242990653,0.04672897196261682,,-0.009705821997255448,0.1308411214953271,0.11682242990654204,0.24766355140186913,0.2570093457943925,0.41355140186915884,0.04672897196261682,0.21962616822429903,0.11214953271028037,0.0,0.06542056074766354,0.0514018691588785,0.02336448598130841,0.06074766355140187,0.018691588785046728,0.07242990654205607,0.053738317757009345,0.08644859813084112,0.037383177570093455,0.0630841121495327,0.03271028037383177,0.0794392523364486,0.05841121495327103,0.0630841121495327,0.0397196261682243,0.05841121495327103,0.011682242990654205,0.011682242990654205,47.2,7.6
271,-0.34095940959409615,74.61254612546125,0.09594095940959409,,12.652623225658697,0.15867158671586715,0.09225092250922509,0.25092250922509224,0.21402214022140223,0.43173431734317347,0.09594095940959409,0.1845018450184502,0.1033210332103321,0.007380073800738007,0.04059040590405904,0.05166051660516605,0.05904059040590406,0.0996309963099631,0.025830258302583026,0.04797047970479705,0.06273062730627306,0.08118081180811808,0.055350553505535055,0.025830258302583026,0.025830258302583026,0.08856088560885608,0.07011070110701106,0.033210332103321034,0.03690036900369004,0.04797047970479705,0.014760147601476014,0.02214022140221402,30.6,10.3
216,-0.3208333333333336,86.57407407407408,0.09722222222222221,,8.411584854679605,0.1435185185185185,0.09722222222222221,0.2407407407407407,0.2777777777777778,0.40740740740740744,0.09722222222222221,0.22685185185185186,0.037037037037037035,0.013888888888888888,0.046296296296296294,0.05092592592592592,0.046296296296296294,0.06481481481481481,0.009259259259259259,0.041666666666666664,0.08796296296296297,0.11574074074074074,0.041666666666666664,0.08796296296296297,0.037037037037037035,0.032407407407407406,0.046296296296296294,0.037037037037037035,0.0787037037037037,0.07407407407407407,0.023148148148148147,0.027777777777777776,24.8,9.9
219,-0.427853881278539,82.8310502283105,0.0730593607305936,,3.1360508072901196,0.1643835616438356,0.1187214611872146,0.2831050228310502,0.2054794520547945,0.4155251141552511,0.0730593607305936,0.2054794520547945,0.091324200913242,0.0091324200913242,0.045662100456621,0.0730593607305936,0.0182648401826484,0.0502283105022831,0.0410958904109589,0.0365296803652968,0.0502283105022831,0.091324200913242,0.0410958904109589,0.0273972602739726,0.0867579908675799,0.0410958904109589,0.0730593607305936,0.0410958904109589,0.045662100456621,0.0821917808219178,0.0136986301369863,0.0410958904109589,24.8,8.6
968,-0.35537190082644504,93.44008264462809,0.07024793388429752,,-41.974104611290734,0.13326446280991736,0.15392561983471076,0.2871900826446281,0.22417355371900827,0.41528925619834717,0.07024793388429752,0.18595041322314051,0.0878099173553719,0.006198347107438017,0.06921487603305786,0.08471074380165289,0.038223140495867766,0.05578512396694215,0.029958677685950414,0.05165289256198347,0.026859504132231406,0.12086776859504132,0.024793388429752067,0.04132231404958678,0.0371900826446281,0.058884297520661155,0.07644628099173553,0.05165289256198347,0.04648760330578512,0.05991735537190083,0.012396694214876033,0.01962809917355372,109.6,5.0
231,-0.2458874458874459,82.72727272727272,0.08225108225108224,,-5.383925338533801,0.12987012987012986,0.11688311688311688,0.24675324675324672,0.24675324675324675,0.41558441558441567,0.08225108225108224,0.20346320346320348,0.09090909090909091,0.008658008658008658,0.05194805194805195,0.06493506493506493,0.025974025974025976,0.08225108225108226,0.047619047619047616,0.05194805194805195,0.047619047619047616,0.06926406926406926,0.030303030303030304,0.030303030303030304,0.047619047619047616,0.047619047619047616,0.03463203463203463,0.04329004329004329,0.07792207792207792,0.09090909090909091,0.017316017316017316,0.03896103896103896,25.5,6.3
500,-0.22060000000000066,85.06000000000002,0.09,,-5.096974532039485,0.136,0.114,0.25,0.23199999999999998,0.424,0.09,0.194,0.086,0.014,0.066,0.048,0.046,0.078,0.042,0.048,0.046,0.096,0.034,0.044,0.038,0.052,0.048,0.034,0.066,0.07,0.022,0.022,56.021,6.42
566,-0.016077738515901087,89.06360424028269,0.07773851590106007,,-14.250491026724053,0.09717314487632508,0.10424028268551237,0.20141342756183744,0.23851590106007065,0.44346289752650175,0.07773851590106007,0.2226148409893993,0.13957597173144876,0.026501766784452298,0.053003533568904596,0.05123674911660778,0.03356890459363958,0.07597173144876325,0.022968197879858657,0.054770318021201414,0.028268551236749116,0.08657243816254417,0.015901060070671377,0.03180212014134275,0.05653710247349823,0.06007067137809187,0.045936395759717315,0.05830388692579505,0.045936395759717315,0.06890459363957598,0.028268551236749116,0.015901060070671377,61.016,5.63
292,-0.31541095890411003,84.86301369863011,0.11301369863013698,,-0.22589653683277078,0.1404109589041096,0.1095890410958904,0.24999999999999997,0.23972602739726026,0.4143835616438356,0.11301369863013698,0.24315068493150685,0.07191780821917808,0.017123287671232876,0.04794520547945205,0.06164383561643835,0.05821917808219178,0.07191780821917808,0.0410958904109589,0.0547945205479452,0.023972602739726026,0.10616438356164383,0.017123287671232876,0.04794520547945205,0.05821917808219178,0.05136986301369863,0.07534246575342465,0.06506849315068493,0.023972602739726026,0.05136986301369863,0.02054794520547945,0.03424657534246575,33.355,7.09
254,0.7838582677165351,128.9763779527559,0.11811023622047243,,11.838913724701149,0.11417322834645668,0.04330708661417323,0.15748031496062992,0.14173228346456695,0.5669291338582677,0.11811023622047243,0.20866141732283466,0.08267716535433071,0.011811023622047244,0.023622047244094488,0.01968503937007874,0.051181102362204724,0.09448818897637795,0.031496062992125984,0.07086614173228346,0.03937007874015748,0.17716535433070865,0.03543307086614173,0.007874015748031496,0.05511811023622047,0.015748031496062992,0.04330708661417323,0.051181102362204724,0.03937007874015748,0.08267716535433071,0.051181102362204724,0.015748031496062992,28.2,10.5
232,0.11681034482758622,105.56034482758618,0.034482758620689655,,4.405333408080468,0.11206896551724138,0.07327586206896552,0.1853448275862069,0.25,0.4353448275862069,0.034482758620689655,0.2456896551724138,0.09051724137931035,0.008620689655172414,0.034482758620689655,0.03879310344827586,0.021551724137931036,0.08620689655172414,0.02586206896551724,0.04741379310344827,0.02586206896551724,0.15517241379310345,0.04741379310344827,0.034482758620689655,0.04741379310344827,0.0603448275862069,0.0603448275862069,0.07758620689655173,0.06465517241379311,0.0603448275862069,0.008620689655172414,0.004310344827586207,24.979,9.79
536,0.7029850746268677,129.42164179104475,0.10261194029850745,,12.684739223975672,0.08395522388059701,0.0541044776119403,0.13805970149253732,0.20335820895522388,0.5671641791044776,0.10261194029850745,0.18283582089552236,0.11194029850746269,0.018656716417910446,0.03171641791044776,0.022388059701492536,0.048507462686567165,0.061567164179104475,0.007462686567164179,0.054104477611940295,0.013059701492537313,0.1921641791044776,0.029850746268656716,0.018656716417910446,0.05223880597014925,0.05223880597014925,0.06343283582089553,0.05037313432835821,0.041044776119402986,0.07649253731343283,0.03171641791044776,0.022388059701492536,59.5,9.6
327,-0.1755351681957187,84.46483180428135,0.11314984709480122,,0.39375841060351624,0.11009174311926605,0.10397553516819572,0.2140672782874618,0.25382262996941896,0.4525993883792049,0.11314984709480122,0.2201834862385321,0.1162079510703364,0.012232415902140673,0.05198776758409786,0.05198776758409786,0.045871559633027525,0.0581039755351682,0.0061162079510703364,0.012232415902140673,0.07951070336391437,0.11314984709480122,0.01529051987767584,0.04892966360856269,0.06116207951070336,0.04281345565749235,0.024464831804281346,0.05198776758409786,0.0581039755351682,0.08256880733944955,0.027522935779816515,0.039755351681957186,36.1,7.9
551,-0.3243194192377491,92.95825771324864,0.0998185117967332,,-0.3570460371431077,0.14337568058076225,0.11070780399274047,0.2540834845735027,0.24500907441016337,0.42105263157894735,0.0998185117967332,0.19600725952813067,0.06715063520871144,0.012704174228675136,0.04900181488203267,0.06170598911070781,0.038112522686025406,0.0544464609800363,0.043557168784029036,0.05807622504537205,0.023593466424682397,0.1306715063520871,0.021778584392014518,0.032667876588021776,0.050816696914700546,0.06896551724137931,0.07622504537205081,0.05807622504537205,0.047186932849364795,0.043557168784029036,0.036297640653357534,0.025408348457350273,63.92,6.82
201,-0.17512437810945264,82.58706467661692,0.11940298507462686,,-6.58972349837077,0.11940298507462688,0.12935323383084577,0.24875621890547264,0.21393034825870647,0.44776119402985076,0.11940298507462686,0.20398009950248755,0.10945273631840796,0.009950248756218905,0.07960199004975124,0.04975124378109453,0.0845771144278607,0.06467661691542288,0.029850746268656716,0.04975124378109453,0.05472636815920398,0.08955223880597014,0.01990049751243781,0.05472636815920398,0.04975124378109453,0.04975124378109453,0.03482587064676617,0.03482587064676617,0.03980099502487562,0.05970149253731343,0.009950248756218905,0.024875621890547265,22.5,6.1
